time,PID,USER,PR,NI,VIRT,RES,SHR,S,%CPU,%MEM,TIME+,COMMAND
2020-03-30 15:37:36,511,root,20,0,55580,11460,11100,S,0.0,0.1,0:02.31,/usr/lib/systemd/systemd-journald
2020-03-30 15:38:37,511,root,20,0,55580,11880,11512,S,0.0,0.1,0:02.50,/usr/lib/systemd/systemd-journald
2020-03-30 15:39:59,514,root,20,0,47272,6592,6256,S,0.0,0.1,0:00.17,/usr/lib/systemd/systemd-journald
2020-03-30 15:41:05,514,root,20,0,55468,12020,11656,S,0.0,0.2,0:00.86,/usr/lib/systemd/systemd-journald
2020-03-30 15:42:07,514,root,20,0,55908,12756,12328,S,0.0,0.2,0:01.13,/usr/lib/systemd/systemd-journald
2020-03-30 15:43:08,514,root,20,0,56648,13028,12588,S,0.0,0.2,0:01.24,/usr/lib/systemd/systemd-journald
2020-03-30 15:44:09,514,root,20,0,56648,13216,12776,S,0.0,0.2,0:01.34,/usr/lib/systemd/systemd-journald
2020-03-30 15:45:09,514,root,20,0,56648,13368,12928,S,0.0,0.2,0:01.44,/usr/lib/systemd/systemd-journald
2020-03-30 15:46:11,514,root,20,0,56648,13516,13076,S,0.0,0.2,0:01.53,/usr/lib/systemd/systemd-journald
2020-03-30 15:47:12,514,root,20,0,56648,13684,13244,S,0.0,0.2,0:01.63,/usr/lib/systemd/systemd-journald
2020-03-30 15:48:12,514,root,20,0,56648,13864,13424,S,0.0,0.2,0:01.74,/usr/lib/systemd/systemd-journald
2020-03-30 15:49:13,514,root,20,0,56648,13996,13556,S,0.0,0.2,0:01.82,/usr/lib/systemd/systemd-journald
2020-03-30 15:50:14,514,root,20,0,56648,14168,13728,S,0.0,0.2,0:01.93,/usr/lib/systemd/systemd-journald
2020-03-30 15:51:14,514,root,20,0,56648,14324,13884,S,0.0,0.2,0:02.02,/usr/lib/systemd/systemd-journald
2020-03-30 15:52:15,514,root,20,0,56648,14452,14012,S,0.0,0.2,0:02.11,/usr/lib/systemd/systemd-journald
2020-03-30 15:53:16,514,root,20,0,56648,14636,14196,S,0.0,0.2,0:02.22,/usr/lib/systemd/systemd-journald
2020-03-30 15:54:16,514,root,20,0,56648,14764,14324,S,0.0,0.2,0:02.33,/usr/lib/systemd/systemd-journald
2020-03-30 15:55:18,514,root,20,0,56648,14948,14508,S,0.0,0.2,0:02.47,/usr/lib/systemd/systemd-journald
2020-03-30 15:56:19,514,root,20,0,56648,15092,14652,S,0.0,0.2,0:02.57,/usr/lib/systemd/systemd-journald
2020-03-30 15:57:20,514,root,20,0,61488,15460,15020,S,0.0,0.2,0:02.66,/usr/lib/systemd/systemd-journald
2020-03-30 15:58:21,514,root,20,0,61488,15664,15224,S,0.0,0.2,0:02.76,/usr/lib/systemd/systemd-journald
2020-03-30 15:59:23,514,root,20,0,61488,15816,15376,S,0.0,0.2,0:02.87,/usr/lib/systemd/systemd-journald
2020-03-30 16:00:25,514,root,20,0,61488,16024,15584,S,0.0,0.2,0:02.99,/usr/lib/systemd/systemd-journald
2020-03-30 16:01:26,514,root,20,0,69680,16300,15860,S,0.0,0.2,0:03.10,/usr/lib/systemd/systemd-journald
2020-03-30 16:02:26,514,root,20,0,69680,16576,16136,S,0.0,0.2,0:03.20,/usr/lib/systemd/systemd-journald
2020-03-30 16:03:27,514,root,20,0,69680,16800,16360,S,0.0,0.2,0:03.29,/usr/lib/systemd/systemd-journald
2020-03-30 16:04:29,514,root,20,0,69680,16944,16504,S,0.0,0.2,0:03.38,/usr/lib/systemd/systemd-journald
2020-03-30 16:05:29,514,root,20,0,69680,17148,16708,S,0.0,0.2,0:03.47,/usr/lib/systemd/systemd-journald
2020-03-30 16:06:30,514,root,20,0,69680,17304,16864,S,0.0,0.2,0:03.56,/usr/lib/systemd/systemd-journald
2020-03-30 16:07:32,514,root,20,0,69680,17480,17040,S,0.0,0.2,0:03.66,/usr/lib/systemd/systemd-journald
2020-03-30 16:08:32,514,root,20,0,69680,17636,17196,S,0.0,0.2,0:03.75,/usr/lib/systemd/systemd-journald
2020-03-30 16:09:33,514,root,20,0,69680,17788,17348,S,0.0,0.2,0:03.84,/usr/lib/systemd/systemd-journald
2020-03-30 16:10:34,514,root,20,0,69680,17944,17504,S,0.0,0.2,0:03.93,/usr/lib/systemd/systemd-journald
2020-03-30 16:11:34,514,root,20,0,69680,18100,17660,S,0.0,0.2,0:04.04,/usr/lib/systemd/systemd-journald
2020-03-30 16:12:35,514,root,20,0,69680,18256,17816,S,0.0,0.2,0:04.12,/usr/lib/systemd/systemd-journald
2020-03-30 16:13:37,514,root,20,0,69680,18448,18008,S,0.0,0.2,0:04.21,/usr/lib/systemd/systemd-journald
2020-03-30 16:14:37,514,root,20,0,69680,18608,18168,S,0.0,0.2,0:04.30,/usr/lib/systemd/systemd-journald
2020-03-30 16:15:38,514,root,20,0,69680,18816,18376,S,0.0,0.2,0:04.40,/usr/lib/systemd/systemd-journald
2020-03-30 16:16:39,514,root,20,0,69680,19000,18560,S,0.0,0.2,0:04.48,/usr/lib/systemd/systemd-journald
2020-03-30 16:17:39,514,root,20,0,69680,19152,18712,S,0.0,0.2,0:04.57,/usr/lib/systemd/systemd-journald
2020-03-30 16:18:40,514,root,20,0,69680,19340,18900,S,0.0,0.2,0:04.66,/usr/lib/systemd/systemd-journald
2020-03-30 16:19:40,514,root,20,0,69680,19612,19172,S,0.0,0.2,0:04.75,/usr/lib/systemd/systemd-journald
2020-03-30 16:20:41,514,root,20,0,69680,19772,19332,S,0.0,0.2,0:04.86,/usr/lib/systemd/systemd-journald
2020-03-30 16:21:42,514,root,20,0,69680,19928,19488,S,0.0,0.2,0:04.96,/usr/lib/systemd/systemd-journald
2020-03-30 16:22:42,514,root,20,0,69680,20088,19648,S,0.0,0.3,0:05.04,/usr/lib/systemd/systemd-journald
2020-03-30 16:23:43,514,root,20,0,69680,20272,19832,S,0.0,0.3,0:05.13,/usr/lib/systemd/systemd-journald
2020-03-30 16:24:44,514,root,20,0,69680,20420,19980,S,0.0,0.3,0:05.24,/usr/lib/systemd/systemd-journald
2020-03-30 16:25:44,514,root,20,0,69680,20584,20144,S,0.0,0.3,0:05.33,/usr/lib/systemd/systemd-journald
2020-03-30 16:26:45,514,root,20,0,77856,21000,20560,S,0.0,0.3,0:05.43,/usr/lib/systemd/systemd-journald
2020-03-30 16:27:46,514,root,20,0,77856,21364,20924,S,0.0,0.3,0:05.53,/usr/lib/systemd/systemd-journald
2020-03-30 16:28:46,514,root,20,0,77856,21520,21080,S,0.0,0.3,0:05.60,/usr/lib/systemd/systemd-journald
2020-03-30 16:29:47,514,root,20,0,77856,21688,21248,S,0.0,0.3,0:05.69,/usr/lib/systemd/systemd-journald
2020-03-30 16:30:48,514,root,20,0,77856,21856,21416,S,0.0,0.3,0:05.79,/usr/lib/systemd/systemd-journald
2020-03-30 16:31:48,514,root,20,0,77856,22024,21584,S,0.0,0.3,0:05.87,/usr/lib/systemd/systemd-journald
2020-03-30 16:32:49,514,root,20,0,77856,22240,21800,S,0.0,0.3,0:05.96,/usr/lib/systemd/systemd-journald
2020-03-30 16:33:50,514,root,20,0,77856,22372,21932,S,0.0,0.3,0:06.08,/usr/lib/systemd/systemd-journald
2020-03-30 16:34:50,514,root,20,0,77856,22568,22128,S,0.0,0.3,0:06.17,/usr/lib/systemd/systemd-journald
2020-03-30 16:35:51,514,root,20,0,77856,22696,22256,S,0.0,0.3,0:06.25,/usr/lib/systemd/systemd-journald
2020-03-30 16:36:52,514,root,20,0,77856,22868,22428,S,0.0,0.3,0:06.34,/usr/lib/systemd/systemd-journald
2020-03-30 16:37:52,514,root,20,0,77856,23016,22576,S,0.0,0.3,0:06.45,/usr/lib/systemd/systemd-journald
2020-03-30 16:38:53,514,root,20,0,77856,23140,22700,S,0.0,0.3,0:06.55,/usr/lib/systemd/systemd-journald
